,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK
367,Brian Oliván,es ESP,DF,Espanyol,28-250,1994,14,14,"1,209",13.4,0,3,0,0,0,3,0,0.00,0.22,0.22,0.00,0.22
368,Lucas Oliveira Rosa,br BRA,DF,Valladolid,22-248,2000,5,4,323,3.6,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00
369,Aimar Oroz,es ESP,"MF,FW",Osasuna,21-010,2001,12,9,774,8.6,2,1,1,1,1,3,0,0.23,0.12,0.35,0.12,0.23
370,Cenk Özkacar,tr TUR,DF,Valencia,22-062,2000,3,1,239,2.7,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
371,Fernando Pacheco,es ESP,GK,Almería,30-203,1992,1,1,90,1.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
372,Jon Pacheco,es ESP,DF,Real Sociedad,21-333,2001,9,7,678,7.5,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00
373,Gonçalo Paciência,pt POR,"FW,MF",Celta Vigo,28-128,1994,10,3,331,3.7,1,0,1,0,0,1,1,0.27,0.00,0.27,0.27,0.27
374,Helibelton Palacios,co COL,DF,Elche,29-179,1993,9,8,705,7.8,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00
375,Isaac Palazón Camacho,es ESP,"FW,MF",Rayo Vallecano,27-345,1994,13,12,986,11.0,3,3,2,1,1,1,0,0.27,0.27,0.55,0.18,0.46
376,Aitor Paredes,es ESP,DF,Athletic Club,22-222,2000,3,0,23,0.3,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
377,Daniel Parejo,es ESP,MF,Villarreal,33-235,1989,14,14,"1,227",13.6,0,2,0,0,0,2,0,0.00,0.15,0.15,0.00,0.15
378,Moises Parra Gutierrez,es ESP,FW,Getafe,20-166,2002,1,0,10,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
379,Javier Pastore,ar ARG,MF,Elche,33-170,1989,1,0,5,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
380,Gabriel Paulista,br BRA,DF,Valencia,32-011,1990,10,7,579,6.4,1,0,1,0,0,1,0,0.16,0.00,0.16,0.16,0.16
381,Alfonso Pedraza,es ESP,DF,Villarreal,26-242,1996,10,10,805,8.9,0,1,0,0,0,1,0,0.00,0.11,0.11,0.00,0.11
382,Pedri,es ESP,MF,Barcelona,20-012,2002,14,12,"1,025",11.4,3,0,3,0,0,0,0,0.26,0.00,0.26,0.26,0.26
383,Rubén Peña,es ESP,"DF,MF",Osasuna,31-142,1991,10,6,563,6.3,0,1,0,0,0,1,1,0.00,0.16,0.16,0.00,0.16
384,Alberto Perea,es ESP,MF,Cádiz,31-353,1990,1,1,45,0.5,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
385,Carles Pérez,es ESP,"FW,MF",Celta Vigo,24-294,1998,14,7,599,6.7,0,2,0,0,0,1,0,0.00,0.30,0.30,0.00,0.30
386,Francisco Perez,es ESP,"FW,DF",Valencia,20-089,2002,2,0,21,0.2,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00
387,Kike Pérez,es ESP,MF,Valladolid,25-296,1997,13,11,966,10.7,0,1,0,0,0,2,0,0.00,0.09,0.09,0.00,0.09
388,Lucas Pérez,es ESP,FW,Cádiz,34-088,1988,13,5,593,6.6,2,0,2,0,0,3,0,0.30,0.00,0.30,0.30,0.30
389,,,,,,,,,,,,,,,,,,,,,,
390,Luis Pérez,es ESP,DF,Valladolid,27-306,1995,5,5,387,4.3,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00
391,Germán Pezzella,ar ARG,DF,Betis,31-163,1991,12,10,911,10.1,0,0,0,0,0,2,2,0.00,0.00,0.00,0.00,0.00
392,Yeremi Pino,es ESP,"MF,FW",Villarreal,20-048,2002,13,9,697,7.7,1,1,1,0,0,2,0,0.13,0.13,0.26,0.13,0.26
393,Gerard Piqué,es ESP,DF,Barcelona,35-308,1987,6,4,384,4.3,0,0,0,0,0,2,1,0.00,0.00,0.00,0.00,0.00
394,Óscar Plano,es ESP,"FW,MF",Valladolid,31-299,1991,14,8,829,9.2,1,1,1,0,0,1,0,0.11,0.11,0.22,0.11,0.22
395,Gonzalo Plata,ec ECU,"FW,MF",Valladolid,22-036,2000,10,6,592,6.6,0,2,0,0,0,0,0,0.00,0.30,0.30,0.00,0.30
396,Ezequiel Ponce,ar ARG,FW,Elche,25-253,1997,13,4,512,5.7,2,0,2,0,0,2,0,0.35,0.00,0.35,0.35,0.35
397,Francisco Portillo,es ESP,"MF,FW",Almería,32-177,1990,10,1,201,2.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
398,Portu,es ESP,"MF,DF",Getafe,30-200,1992,11,3,384,4.3,0,0,0,0,0,2,1,0.00,0.00,0.00,0.00,0.00
399,José Pozo,es ESP,MF,Rayo Vallecano,26-267,1996,6,1,75,0.8,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
400,Alejandro Pozo Pozo,es ESP,DF,Almería,23-288,1999,10,6,580,6.4,0,1,0,0,0,0,0,0.00,0.16,0.16,0.00,0.16
401,Abdón Prats,es ESP,"FW,MF",Mallorca,30-000,1992,10,1,137,1.5,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
402,Javi Puado,es ESP,"FW,MF",Espanyol,24-196,1998,13,8,749,8.3,1,0,1,0,0,0,0,0.12,0.00,0.12,0.12,0.12
403,Arnau Puigmal,es ESP,"MF,DF",Almería,21-331,2001,7,1,241,2.7,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00
404,Domingos Quina,pt POR,MF,Elche,23-019,1999,9,2,268,3.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00
405,Antonio Raillo,es ESP,DF,Mallorca,31-060,1991,13,13,"1,170",13.0,1,0,1,0,0,5,0,0.08,0.00,0.08,0.08,0.08
406,Predrag Rajković,rs SRB,GK,Mallorca,27-037,1995,14,14,"1,260",14.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00
407,Ivan Rakitić,hr CRO,MF,Sevilla,34-272,1988,11,6,525,5.8,0,0,0,0,0,1,1,0.00,0.00,0.00,0.00,0.00
408,Largie Ramazani,be BEL,FW,Almería,21-283,2001,14,9,799,8.9,2,0,2,0,0,4,0,0.23,0.00,0.23,0.23,0.23
409,Raphinha,br BRA,FW,Barcelona,25-358,1996,13,6,570,6.3,2,2,2,0,0,1,0,0.32,0.32,0.63,0.32,0.63
410,Sergio Reguilón,es ESP,DF,Atlético Madrid,25-356,1996,1,0,22,0.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
411,Reinier,br BRA,"MF,FW",Girona,20-322,2002,7,3,313,3.5,1,0,1,0,0,1,0,0.29,0.00,0.29,0.29,0.29
412,Karim Rekik,nl NED,DF,Sevilla,28-005,1994,7,6,423,4.7,1,1,1,0,0,1,0,0.21,0.21,0.43,0.21,0.43
413,Álex Remiro,es ESP,GK,Real Sociedad,27-258,1995,14,14,"1,260",14.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
414,Alejandro Revuelta Montero,es ESP,DF,Getafe,22-235,2000,1,0,1,0.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
415,,,,,,,,,,,,,,,,,,,,,,
416,Chadi Riad,es ESP,MF,Barcelona,19-173,2003,1,0,2,0.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
417,Nico Ribaudo,es ESP,"FW,MF",Espanyol,21-240,2001,9,3,178,2.0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00
418,Diego Rico,es ESP,DF,Real Sociedad,29-287,1993,7,6,594,6.6,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00
419,Rodrigo Riquelme,es ESP,"MF,FW",Girona,22-249,2000,13,9,796,8.8,3,0,3,0,0,0,0,0.34,0.00,0.34,0.34,0.34
420,Sergi Roberto,es ESP,DF,Barcelona,30-303,1992,9,3,377,4.2,2,0,2,0,0,1,0,0.48,0.00,0.48,0.48,0.48
421,Lucas Robertone,ar ARG,MF,Almería,25-264,1997,14,13,"1,016",11.3,1,1,1,0,0,3,0,0.09,0.09,0.18,0.09,0.18
422,Enzo Roco,cl CHI,DF,Elche,30-113,1992,11,10,795,8.8,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00
423,Rodrigo,es ESP,FW,Betis,22-205,2000,11,10,696,7.7,1,0,1,0,0,0,0,0.13,0.00,0.13,0.13,0.13
424,Ángel Rodríguez,es ESP,"FW,MF",Mallorca,35-225,1987,5,1,149,1.7,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
425,Óscar Rodríguez Arnaiz,es ESP,MF,Celta Vigo,24-162,1998,13,12,999,11.1,2,0,2,0,0,2,0,0.18,0.00,0.18,0.18,0.18
426,Dani Rodríguez,es ESP,MF,Mallorca,34-184,1988,13,8,689,7.7,0,2,0,0,0,5,0,0.00,0.26,0.26,0.00,0.26
427,Guido Rodríguez,ar ARG,MF,Betis,28-239,1994,12,12,"1,043",11.6,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00
428,Rodrygo,br BRA,FW,Real Madrid,21-332,2001,12,10,912,10.1,4,4,3,1,1,1,0,0.39,0.39,0.79,0.30,0.69
429,Iván Romero,es ESP,MF,Sevilla,21-241,2001,1,0,11,0.1,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00
430,Oriol Romeu,es ESP,MF,Girona,31-074,1991,11,11,990,11.0,1,0,1,0,0,4,0,0.09,0.00,0.09,0.09,0.09
431,Rubén,es ESP,"MF,FW",Espanyol,21-306,2001,4,3,244,2.7,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
432,Antonio Rüdiger,de GER,DF,Real Madrid,29-279,1993,12,7,686,7.6,1,0,1,0,0,1,0,0.13,0.00,0.13,0.13,0.13
433,Aitor Ruibal,es ESP,"DF,FW",Betis,26-260,1996,13,5,563,6.3,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00
434,Víctor Ruiz,es ESP,DF,Betis,33-316,1989,4,3,341,3.8,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
435,Gerónimo Rulli,ar ARG,GK,Villarreal,30-201,1992,14,14,"1,260",14.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00
436,Franco Russo,ar ARG,DF,Mallorca,28-043,1994,2,1,77,0.9,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
437,Youssouf Sabaly,sn SEN,DF,Betis,29-277,1993,9,7,630,7.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
438,Umar Sadiq,ng NGA,FW,Almería,25-308,1997,3,3,240,2.7,2,0,2,0,0,1,0,0.75,0.00,0.75,0.75,0.75
439,Umar Sadiq,ng NGA,FW,Real Sociedad,25-308,1997,2,1,82,0.9,1,0,1,0,0,0,0,1.10,0.00,1.10,1.10,1.10
440,Samuel Sáiz,es ESP,"MF,FW",Girona,31-319,1991,6,1,193,2.1,1,0,0,1,1,1,0,0.47,0.00,0.47,0.00,0.00
441,,,,,,,,,,,,,,,,,,,,,,
442,Salvi,es ESP,"FW,MF",Rayo Vallecano,31-252,1991,10,3,264,2.9,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00
443,Samuel,br BRA,"FW,MF",Valencia,22-349,1999,14,14,"1,215",13.5,2,0,2,0,0,3,0,0.15,0.00,0.15,0.15,0.15
444,Fede San Emeterio,es ESP,MF,Cádiz,25-266,1997,13,11,789,8.8,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00
445,Oihan Sancet,es ESP,MF,Athletic Club,22-226,2000,14,13,938,10.4,3,0,2,1,1,2,0,0.29,0.00,0.29,0.19,0.19
446,Antonio Sánchez,es ESP,MF,Mallorca,25-340,1997,14,7,580,6.4,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00
447,Iván Sánchez,es ESP,"FW,MF",Valladolid,30-075,1992,11,7,555,6.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
448,Javi Sánchez,es ESP,DF,Valladolid,25-268,1997,12,12,"1,003",11.1,1,0,1,0,0,4,0,0.09,0.00,0.09,0.09,0.09
449,Manuel Sánchez,es ESP,DF,Osasuna,22-105,2000,10,4,470,5.2,0,1,0,0,0,0,0,0.00,0.19,0.19,0.00,0.19
450,Esteban Saveljich,me MNE,FW,Rayo Vallecano,31-201,1991,1,0,1,0.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
451,Stefan Savić,me MNE,DF,Atlético Madrid,31-333,1991,10,10,885,9.8,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00
452,Jaime Seoane,es ESP,MF,Getafe,25-319,1997,9,2,273,3.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
453,David Silva,es ESP,MF,Real Sociedad,36-333,1986,12,11,816,9.1,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00
454,Rui Silva,pt POR,GK,Betis,28-303,1994,12,12,"1,080",12.0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00
455,Unai Simón,es ESP,GK,Athletic Club,25-179,1997,14,14,"1,260",14.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00
456,Rubén Sobrino,es ESP,"MF,FW",Cádiz,30-189,1992,11,9,799,8.9,1,0,1,0,0,3,0,0.11,0.00,0.11,0.11,0.11
457,Alex Sola,es ESP,DF,Real Sociedad,23-181,1999,5,3,275,3.1,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00
458,Augusto Solari,ar ARG,"MF,FW",Celta Vigo,30-338,1992,6,2,187,2.1,0,1,0,0,0,0,0,0.00,0.48,0.48,0.00,0.48
459,Carlos Soler,es ESP,MF,Valencia,25-339,1997,3,3,242,2.7,1,0,0,1,1,0,0,0.37,0.00,0.37,0.00,0.00
460,David Soria,es ESP,GK,Getafe,29-247,1993,14,14,"1,260",14.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00
461,Dyego Sousa,pt POR,FW,Almería,33-084,1989,10,2,306,3.4,0,1,0,0,0,1,0,0.00,0.29,0.29,0.00,0.29
462,Vinicius Souza,br BRA,MF,Espanyol,23-173,1999,14,14,"1,188",13.2,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00
463,Jørgen Strand Larsen,no NOR,FW,Celta Vigo,22-304,2000,10,9,690,7.7,0,2,0,0,0,3,0,0.00,0.26,0.26,0.00,0.26
464,Cristhian Stuani,uy URU,FW,Girona,36-056,1986,10,3,419,4.7,4,0,1,3,4,2,0,0.86,0.00,0.86,0.21,0.21
465,Damián Suárez,uy URU,DF,Getafe,34-224,1988,7,7,549,6.1,1,0,1,0,0,2,0,0.16,0.00,0.16,0.16,0.16
466,Mario Suárez,es ESP,"DF,MF",Rayo Vallecano,35-286,1987,1,0,6,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
467,,,,,,,,,,,,,,,,,,,,,,
468,Suso,es ESP,"FW,MF",Sevilla,29-018,1993,4,0,88,1.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00
469,Williot Swedberg,se SWE,MF,Celta Vigo,18-309,2004,1,0,34,0.4,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00
470,Alexander Sørloth,no NOR,FW,Real Sociedad,27-002,1995,10,10,820,9.1,4,1,4,0,0,1,0,0.44,0.11,0.55,0.44,0.55
471,Renato Tapia,pe PER,MF,Celta Vigo,27-132,1995,11,7,638,7.1,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00
472,Aurélien Tchouaméni,fr FRA,MF,Real Madrid,22-314,2000,12,11,900,10.0,0,2,0,0,0,1,0,0.00,0.20,0.20,0.00,0.20
473,Alex Telles,br BRA,DF,Sevilla,29-357,1992,13,7,753,8.4,0,2,0,0,0,4,0,0.00,0.24,0.24,0.00,0.24
474,Marc-André ter Stegen,de GER,GK,Barcelona,30-221,1992,14,14,"1,260",14.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
475,Ramón Terrats,es ESP,MF,Girona,22-050,2000,6,1,141,1.6,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
476,Pablo Torre,es ESP,FW,Barcelona,19-248,2003,1,0,14,0.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
477,Ferrán Torres,es ESP,"FW,MF",Barcelona,22-281,2000,13,6,569,6.3,2,0,2,0,0,3,0,0.32,0.00,0.32,0.32,0.32
478,Óliver Torres,es ESP,"MF,FW",Sevilla,28-027,1994,12,12,850,9.4,3,0,3,0,0,1,0,0.32,0.00,0.32,0.32,0.32
479,Pau Torres,es ESP,DF,Villarreal,25-325,1997,13,13,"1,170",13.0,0,0,0,0,0,5,0,0.00,0.00,0.00,0.00,0.00
480,Roberto Torres,es ESP,"FW,MF",Osasuna,33-275,1989,2,0,11,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
481,Lucas Torró,es ESP,MF,Osasuna,28-141,1994,14,14,"1,122",12.5,0,0,0,0,0,5,0,0.00,0.00,0.00,0.00,0.00
482,Nabil Touaizi,ma MAR,MF,Espanyol,21-309,2001,1,0,3,0.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
483,Óscar Trejo,ar ARG,"MF,FW",Rayo Vallecano,34-225,1988,12,11,840,9.3,2,2,1,1,2,6,0,0.21,0.21,0.43,0.11,0.32
484,Manu Trigueros,es ESP,"MF,FW",Villarreal,31-051,1991,6,2,250,2.8,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00
485,Beñat Turrientes,es ESP,"MF,FW",Real Sociedad,20-310,2002,6,1,106,1.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
486,Enes Ünal,tr TUR,FW,Getafe,25-211,1997,14,14,"1,212",13.5,4,2,4,0,1,3,0,0.30,0.15,0.45,0.30,0.45
487,Oscar Ureña,es ESP,MF,Girona,19-340,2003,3,1,100,1.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
488,Óscar Valentín,es ESP,MF,Rayo Vallecano,28-109,1994,14,11,957,10.6,0,0,0,0,0,5,0,0.00,0.00,0.00,0.00,0.00
489,Valery,es ESP,"MF,DF",Girona,23-014,1999,9,4,398,4.4,0,1,0,0,0,1,0,0.00,0.23,0.23,0.00,0.23
490,Enrique Valiente,es ESP,DF,Sevilla,20-228,2002,5,3,278,3.1,0,1,0,0,0,1,1,0.00,0.32,0.32,0.00,0.32
491,Martin Valjent,sk SVK,DF,Mallorca,26-361,1995,13,13,"1,155",12.8,0,0,0,0,0,5,0,0.00,0.00,0.00,0.00,0.00
492,Manu Vallejo,es ESP,"FW,MF",Girona,25-296,1997,7,2,206,2.3,0,1,0,0,0,0,0,0.00,0.44,0.44,0.00,0.44
493,,,,,,,,,,,,,,,,,,,,,,
494,Federico Valverde,uy URU,"FW,MF",Real Madrid,24-138,1998,14,12,"1,108",12.3,6,2,6,0,0,1,0,0.49,0.16,0.65,0.49,0.65
495,Jesus Vazquez,es ESP,"DF,MF",Valencia,19-339,2003,4,2,148,1.6,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00
496,Kevin Vázquez,es ESP,MF,Celta Vigo,29-259,1993,1,1,71,0.8,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
497,Lucas Vázquez,es ESP,DF,Real Madrid,31-159,1991,8,4,368,4.1,2,0,2,0,0,1,0,0.49,0.00,0.49,0.49,0.49
498,Gabriel Veiga,es ESP,MF,Celta Vigo,20-194,2002,13,6,577,6.4,3,1,3,0,0,3,1,0.47,0.16,0.62,0.47,0.62
499,Unai Vencedor Paris,es ESP,MF,Athletic Club,22-022,2000,6,0,141,1.6,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00
500,Gonzalo Verdú,es ESP,DF,Elche,34-047,1988,6,5,388,4.3,1,0,1,0,0,1,1,0.23,0.00,0.23,0.23,0.23
501,Mikel Vesga,es ESP,MF,Athletic Club,29-200,1993,13,10,925,10.3,2,2,1,1,1,2,0,0.19,0.19,0.39,0.10,0.29
502,Aleix Vidal,es ESP,"FW,MF",Espanyol,33-108,1989,9,4,446,5.0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00
503,Nacho Vidal,es ESP,DF,Osasuna,27-317,1995,13,10,891,9.9,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00
504,Toni Villa,es ESP,MF,Valladolid,27-334,1995,2,1,91,1.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
505,Toni Villa,es ESP,"MF,FW",Girona,27-334,1995,10,3,289,3.2,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00
506,Asier Villalibre,es ESP,FW,Athletic Club,25-068,1997,4,1,92,1.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
507,Daniel Vivian,es ESP,DF,Athletic Club,23-145,1999,8,7,635,7.1,1,0,1,0,0,1,0,0.14,0.00,0.14,0.14,0.14
508,Shon Weissman,il ISR,FW,Valladolid,26-296,1996,11,5,561,6.2,1,0,1,0,0,1,0,0.16,0.00,0.16,0.16,0.16
509,Iñaki Williams,gh GHA,FW,Athletic Club,28-175,1994,14,14,"1,140",12.7,5,1,5,0,1,0,0,0.39,0.08,0.47,0.39,0.47
510,Nico Williams,es ESP,FW,Athletic Club,20-148,2002,14,13,"1,069",11.9,3,3,3,0,0,0,0,0.25,0.25,0.51,0.25,0.51
511,Axel Witsel,be BEL,"DF,MF",Atlético Madrid,33-329,1989,14,12,"1,067",11.9,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00
512,Jawad El Yamiq,ma MAR,DF,Valladolid,30-281,1992,8,5,438,4.9,0,0,0,0,0,0,1,0.00,0.00,0.00,0.00,0.00
513,Joseba Zaldúa,es ESP,DF,Cádiz,30-166,1992,10,7,639,7.1,0,1,0,0,0,4,0,0.00,0.14,0.14,0.00,0.14
514,Oier Zarraga,es ESP,MF,Athletic Club,23-337,1999,9,1,225,2.5,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00
515,Igor Zubeldia,es ESP,DF,Real Sociedad,25-252,1997,10,8,717,8.0,1,0,1,0,0,4,0,0.13,0.00,0.13,0.13,0.13
516,Martín Zubimendi,es ESP,MF,Real Sociedad,23-308,1999,14,13,"1,151",12.8,1,2,1,0,0,4,0,0.08,0.16,0.23,0.08,0.23
517,Haitam Abaida,ma MAR,MF,Málaga,20-189,2002,4,1,103,1.1,1,0,1,0,0,0,0,0.87,0.00,0.87,0.87,0.87
518,Sabit Abdulai,gh GHA,"MF,DF",Ponferradina,23-210,1999,14,7,607,6.7,0,1,0,0,0,4,0,0.00,0.15,0.15,0.00,0.15
519,Amir Abedzadeh,ir IRN,GK,Ponferradina,29-225,1993,11,11,990,11.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
520,Abel,es ESP,"MF,DF",Oviedo,22-108,2000,17,10,957,10.6,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00
521,Abdelkabir Abqar,ma MAR,DF,Alavés,23-272,1999,17,16,"1,323",14.7,1,0,1,0,0,5,0,0.07,0.00,0.07,0.07,0.07
522,Daniel Aceves,mx MEX,DF,Oviedo,21-254,2001,10,10,786,8.7,0,0,0,0,0,1,1,0.00,0.00,0.00,0.00,0.00
523,Paris Adot,es ESP,DF,Ponferradina,32-284,1990,16,15,"1,344",14.9,0,1,0,0,0,5,0,0.00,0.07,0.07,0.00,0.07
524,Lumor Agbenyenu,gh GHA,"MF,DF",Málaga,26-114,1996,2,2,102,1.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
525,Marc Aguado,es ESP,MF,Andorra,22-288,2000,15,15,"1,279",14.2,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00
526,Lucas Ahijado,es ESP,DF,Oviedo,27-311,1995,18,17,"1,539",17.1,0,1,0,0,0,1,0,0.00,0.06,0.06,0.00,0.06
527,Matheus Aiás,br BRA,"FW,MF",Racing Sant,25-341,1996,14,6,756,8.4,1,0,1,0,0,1,0,0.12,0.00,0.12,0.12,0.12
528,Ager Aketxe,es ESP,MF,Eibar,28-342,1993,11,5,468,5.2,0,6,0,0,0,3,0,0.00,1.15,1.15,0.00,1.15
529,Alassán,,FW,Tenerife,,,2,0,26,0.3,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
530,Alberto,es ESP,DF,Lugo,29-341,1992,13,13,"1,144",12.7,2,0,2,0,0,1,2,0.16,0.00,0.16,0.16,0.16
531,Pedro Alcalá,es ESP,DF,Cartagena,33-263,1989,16,16,"1,359",15.1,2,0,2,0,0,4,1,0.13,0.00,0.13,0.13,0.13
532,Aldair,pt POR,"MF,DF",Ponferradina,23-057,1999,8,4,347,3.9,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00
533,Aldasoro,es ESP,"MF,DF",Racing Sant,23-185,1999,13,3,420,4.7,0,0,0,0,0,4,2,0.00,0.00,0.00,0.00,0.00
534,Diego Alende,es ESP,DF,Andorra,25-104,1997,11,11,990,11.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
535,Alfon,es ESP,FW,Racing Sant,23-217,1999,7,2,217,2.4,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
536,Christos Almpanis,gr GRE,FW,Andorra,28-032,1994,12,8,651,7.2,0,2,0,0,0,0,0,0.00,0.28,0.28,0.00,0.28
537,Javier Alonso,es ESP,MF,Tenerife,24-128,1998,9,5,446,5.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00
538,Julio Alonso,es ESP,DF,Albacete,23-358,1998,17,15,"1,353",15.0,0,1,0,0,0,3,1,0.00,0.07,0.07,0.00,0.07
539,Adrià Altimira,es ESP,"FW,DF",Andorra,21-254,2001,17,11,"1,124",12.5,1,2,1,0,0,3,0,0.08,0.16,0.24,0.08,0.24
540,Altube,es ESP,GK,Albacete,22-288,2000,4,4,360,4.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
541,Cristian Álvarez,ar ARG,GK,Zaragoza,37-024,1985,15,15,"1,350",15.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00
542,,,,,,,,,,,,,,,,,,,,,,
543,Fran Álvarez,es ESP,MF,Albacete,24-320,1998,10,3,274,3.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00
544,Iker Álvarez,ad AND,GK,Villarreal B,21-135,2001,5,5,450,5.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
545,Sergio Álvarez,es ESP,"MF,DF",Eibar,30-318,1992,18,18,"1,524",16.9,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00
546,Jair Amador,gq EQG,DF,Zaragoza,33-108,1989,17,16,"1,420",15.8,2,0,2,0,0,3,0,0.13,0.00,0.13,0.13,0.13
547,Jose Amo,es ESP,DF,Ponferradina,24-242,1998,13,11,902,10.0,1,0,1,0,0,6,0,0.10,0.00,0.10,0.10,0.10
548,Florin Andone,ro ROU,FW,Las Palmas,29-240,1993,8,4,279,3.1,2,0,2,0,0,3,0,0.65,0.00,0.65,0.65,0.65
549,Andy,es ESP,MF,Burgos,32-311,1990,2,2,135,1.5,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
